id,gene_short_name,n_cells,highly_variable,means,dispersions,dispersions_norm,spearmanr_recon
ENSG00000235335.2,AC016723.1,81049,True,0.8813485042617679,2.9185533206971406,3.2659388,0.5116033616266487
ENSG00000247809.7,NR2F2-AS1,109084,True,0.7693011200450661,2.74473016166709,2.36806,0.5114033676746538
ENSG00000138640.14,FAM13A,114846,True,1.015349309604016,3.1406714315472746,4.413284,0.511351627963136
ENSG00000162496.8,DHRS3,86241,True,0.6821959155031796,2.564848493861043,2.0913765,0.5108365942536797
ENSG00000115896.15,PLCL1,90467,True,0.8660943368500174,2.926691980984734,3.3079789,0.5100423087900239
ENSG00000229140.8,CCDC26,79926,True,1.0673619283098508,3.3052994453929303,4.480406,0.5096736942660093
ENSG00000184029.9,DSCR4,77597,True,0.8883215169766454,3.0418370427168115,3.9027576,0.5093843606860403
ENSG00000226043.1,AP000561.1,76892,True,0.8206148563686585,2.858802394417541,2.957297,0.5045758077092252
ENSG00000248858.7,FLJ46284,79326,True,0.7182104634215989,2.818674340345739,2.7500167,0.503583798632261
ENSG00000116711.9,PLA2G4A,75259,True,0.6297120270194868,2.5307964239968825,1.8770107,0.5002038547089076
ENSG00000180287.16,PLD5,74568,True,0.6505434744874885,2.6394718843674174,2.561148,0.49954638631533926
ENSG00000059804.15,SLC2A3,82893,True,0.8734682760363295,3.0673745004348283,4.0346704,0.49792324332710364
ENSG00000196565.13,HBG2,82730,True,0.9881168583227447,3.3355917645057396,5.4201393,0.4972681365347527
ENSG00000145860.11,RNF145,86945,True,0.6478180888263565,2.491636841664612,1.6304921,0.49585643900349247
ENSG00000197471.11,SPN,72713,True,0.7976820308585933,2.942752927471222,3.3909411,0.49427229383881227
ENSG00000132356.11,PRKAA1,85400,True,0.5317307907589933,2.4951027571976936,1.6523108,0.4936277480829702
ENSG00000073849.14,ST6GAL1,79114,True,0.7792728361336796,2.8706098659741652,3.0182881,0.4930389344435039
ENSG00000121101.15,TEX14,74984,True,0.6721282551208881,4.004682922324084,11.155469,0.49253934541136096
ENSG00000177000.11,MTHFR,87403,True,0.652064153116091,2.6257603683710413,2.4748309,0.49009278579638926
ENSG00000145990.10,GFOD1,94181,True,0.5965714654899991,2.502441529716849,1.69851,0.4886394991104604
ENSG00000137198.9,GMPR,78563,True,0.7659136897645729,2.805274298413198,2.6807992,0.486006676538328
ENSG00000112077.15,RHAG,71560,True,0.7816463465216161,2.9166127589663007,3.255915,0.48458173948128425
ENSG00000047648.21,ARHGAP6,71399,True,0.8169616739101064,2.9915002706669975,3.6427443,0.48268998456211637
ENSG00000196154.11,S100A4,73324,True,0.6505599207138009,2.7025256267105244,2.958086,0.48032722949215734
ENSG00000185483.11,ROR1,69946,True,0.5876998827670283,2.5460053445926425,1.9727545,0.4798685437911248
ENSG00000204262.11,COL5A2,76676,True,0.6439047346766225,2.664395872002513,2.7180502,0.47915469725664506
ENSG00000248131.5,LINC01194,70120,True,0.7112016467879149,2.74473520234826,2.368086,0.47910556104034946
ENSG00000213934.6,HBG1,76398,True,0.8956894953637046,3.2196602192071846,4.821298,0.47682528228426424
ENSG00000042062.11,RIPOR3,79929,True,0.5731013784720567,2.565119675940913,2.0930836,0.47677290748375756
ENSG00000259471.1,LINC01169,67385,True,0.6836419476089036,2.707977351429004,2.992406,0.4733234370981673
ENSG00000179399.14,GPC5,73959,True,0.7954724936874127,2.9686655135892543,3.524792,0.473291856413365
ENSG00000254998.1,AP003181.1,66625,True,0.7100310817647663,2.8161744598743015,2.7371037,0.4731431606928863
ENSG00000131069.19,ACSS2,86430,True,0.6075965126797701,2.665980131976614,2.7280235,0.47281833123479594
ENSG00000226383.6,LINC01876,93497,True,0.7008724682163631,2.559638803839597,2.0585802,0.47257836274905335
ENSG00000029534.19,ANK1,75899,True,0.7682819861852419,2.8273405322673724,2.7947817,0.4722205120892351
ENSG00000166979.12,EVA1C,82969,True,0.6455046800928385,2.567428121735519,2.1076157,0.46907346580438153
ENSG00000277654.5,AC087633.2,69046,True,0.6727077421013703,2.6765188789008842,2.7943676,0.4676724161180962
ENSG00000214960.9,ISPD,76838,True,0.6405430462908515,2.8132327520450016,3.655013,0.4663459022321093
ENSG00000171408.13,PDE7B,71757,True,0.6151731990544916,2.6259435667146684,2.475984,0.4639747755107107
ENSG00000266976.1,AC079466.1,62681,True,0.6863225624023062,2.850728405382823,3.891057,0.46347721604911796
ENSG00000275016.4,AC015574.1,62301,True,0.6434052751957069,2.7311145182490604,3.1380596,0.4601022452120134
ENSG00000169071.14,ROR2,67519,True,0.699368239081701,2.853795854758595,3.9103673,0.4594343519563548
ENSG00000183166.10,CALN1,65326,True,0.7142318851278837,3.3433915274287043,5.460429,0.4531646925012456
ENSG00000072422.16,RHOBTB1,75853,True,0.6020474701232394,2.5535445843352487,2.0202157,0.4527854605335363
ENSG00000020577.13,SAMD4A,102833,True,0.6669862533291407,2.520185661733544,1.8102136,0.4518268589284447
ENSG00000142798.17,HSPG2,92174,True,0.6785876593910046,2.5285167708743943,1.8626598,0.4500360669825547
ENSG00000108018.15,SORCS1,69092,True,0.6080870142259387,2.9176197520821128,4.3121533,0.44754809646507643
ENSG00000185686.17,PRAME,71513,True,0.6498121228535831,2.6413132073140058,2.5727396,0.445443746265667
ENSG00000140022.9,STON2,78207,True,0.5681349941739908,2.5361106439789487,1.910465,0.4453875867936535
ENSG00000135298.13,ADGRB3,65138,True,0.7985453796113182,3.2826782440990554,5.1468163,0.44453736516878034
ENSG00000086548.8,CEACAM6,60885,True,0.6936229777756232,3.4015764099973955,7.358773,0.44269438630909497
ENSG00000106714.17,CNTNAP3,57164,True,0.48300611827494666,2.5037604631278887,1.7068131,0.44144569198840145
ENSG00000227681.5,AL033504.1,67365,True,0.6403783046995147,2.6676267993454994,2.7383897,0.4365769496715756
ENSG00000107957.16,SH3PXD2A,65857,True,0.517445915884074,2.491533714564265,1.6298429,0.4316830806667821
ENSG00000281131.1,SCHLAP1,55607,True,0.6779399908716415,3.154888632725862,5.805816,0.4312908024544404
ENSG00000233098.8,CCDC144NL-AS1,57679,True,0.586352311033728,2.7332800858320194,3.1516924,0.4310424555250808
ENSG00000047457.13,CP,58558,True,0.5509175270528609,2.706895186610369,2.9855933,0.42995795709113016
ENSG00000128918.14,ALDH1A2,71876,True,0.6975899511258773,3.054326913900418,5.1727567,0.42505678043996215
ENSG00000259560.1,AC020687.1,57950,True,0.6346042352106486,2.8627953342026546,3.967021,0.4241378325394709
ENSG00000118407.14,FILIP1,57616,True,0.5150384268711019,2.615905137166059,2.4127898,0.4221280096160834
ENSG00000106804.7,C5,66810,True,0.48678579461615235,2.4930325404760834,1.6392783,0.4217497602999535
ENSG00000224141.5,MIR548XHG,53117,True,0.6342721987146618,2.9528516835781473,4.5339465,0.41761876848362783
ENSG00000168955.3,TM4SF20,53484,True,0.4755446974265528,2.582649234550105,2.2034361,0.4175244571636213
ENSG00000163297.16,ANTXR2,53089,True,0.594938920366884,2.8441545716098617,3.849673,0.41655862516363806
ENSG00000100181.22,TPTEP1,52741,True,0.5232170419614149,2.6458642486919643,2.6013894,0.41420392360317004
ENSG00000198947.15,DMD,63849,True,0.6099039278160927,2.7767152384445573,3.4251268,0.4137464299166131
ENSG00000189058.8,APOD,49692,True,0.40446895428383095,3.1463471407438637,5.7520456,0.41360869269604683
ENSG00000081189.15,MEF2C,50994,True,0.5774107574620017,2.869622739353676,4.010001,0.4113849295696584
ENSG00000158406.4,HIST1H4H,60018,True,0.4010044817496262,2.5541222459591313,2.023852,0.4113703118551364
ENSG00000241743.2,XACT,51371,True,0.706177518418611,3.26999177608495,6.5304174,0.411190004920359
ENSG00000131016.16,AKAP12,52026,True,0.5263811789525177,2.9091748439186116,4.258991,0.4103103264521573
ENSG00000164659.14,KIAA1324L,70542,True,0.48752743977712437,2.5558155706404606,2.034512,0.4081908994991066
ENSG00000255248.7,MIR100HG,50818,True,0.46477323825095784,2.62532977037816,2.47212,0.407673855959052
ENSG00000060982.14,BCAT1,57868,True,0.5986942488069484,2.8028727981249695,3.5897946,0.4069253223018747
ENSG00000155849.15,ELMO1,60980,True,0.49818968303861155,2.4981330227298546,1.6713871,0.4054002334978421
ENSG00000109255.11,NMU,48050,True,0.5637545142392584,2.9372955337248245,4.436017,0.4029934911422064
ENSG00000119669.4,IRF2BPL,61019,True,0.4080581607963819,2.87057376825352,4.015988,0.4012351876984269
ENSG00000085662.13,AKR1B1,50818,True,0.460198966530757,2.666146958257424,2.7290738,0.3958125243403122
ENSG00000204442.3,FAM155A,68157,True,0.5159661548199013,2.6284793493865344,2.4919474,0.3954024628907314
ENSG00000106366.8,SERPINE1,53080,True,0.532039005507504,2.9542503484013714,4.542752,0.3945605385073331
ENSG00000135821.17,GLUL,71348,True,0.45813508005824644,2.4774701133141246,1.5413092,0.3932911290630334
ENSG00000074527.11,NTN4,62449,True,0.5010854981124345,2.6128541497304973,2.3935833,0.39204899734308685
ENSG00000143851.15,PTPN7,44677,True,0.48302710973795193,2.7283922382549526,3.1209223,0.3835291503047943
ENSG00000146530.11,VWDE,52868,True,0.5175398225035598,2.7057909992092184,2.9786422,0.3830112908056897
ENSG00000167508.11,MVD,67453,True,0.4224627901490438,2.614272390307657,2.4025114,0.38191943937427925
ENSG00000138061.11,CYP1B1,57445,True,0.37692054382247464,2.5043645587408503,1.710616,0.3817150123334819
ENSG00000153721.18,CNKSR3,86543,True,0.5879889440544331,2.5236796853488173,1.8322092,0.38031823391098274
ENSG00000265843.2,LINC01029,44727,True,0.502120998964017,2.774227010367339,3.409463,0.37902727630875294
ENSG00000234722.3,LINC01287,45312,True,0.49524878963097196,2.760838769001436,3.3251808,0.3762893586501809
ENSG00000258932.5,AL390334.1,56091,True,0.5456961801349122,2.781494667071101,3.4552145,0.37580983972538334
ENSG00000108405.3,P2RX1,41953,True,0.5058089856084402,2.9115557854728107,4.273979,0.3753517985617655
ENSG00000091592.15,NLRP1,48629,True,0.5063899132643023,2.7225357159564223,3.0840542,0.37254972804125885
ENSG00000233766.7,AC098617.1,75888,True,0.6299055718528415,2.5741155125993522,2.1497145,0.3698423370273006
ENSG00000000971.15,CFH,75484,True,0.6090015287457202,2.5007467199828484,1.6878409,0.36949636477516506
ENSG00000146674.14,IGFBP3,51575,True,0.45562288001944007,2.6386678397940373,2.5560863,0.36848025035962473
ENSG00000165376.10,CLDN2,45889,True,0.4135158874919522,2.572190568448389,2.1375966,0.36518749647258475
ENSG00000156140.9,ADAMTS3,44760,True,0.47370425891342693,2.7040680243898043,2.9677958,0.3614447614430256
ENSG00000111716.12,LDHB,67428,True,0.5440618785430781,2.496237370527441,1.6594535,0.3567738913994356
ENSG00000133962.7,CATSPERB,72401,True,0.4683141320183153,2.491488407600761,1.6295576,0.35378007931653993
ENSG00000185477.4,GPRIN3,53290,True,0.4395570373242078,2.4923003423408527,1.634669,0.35337745636841517
ENSG00000099139.13,PCSK5,45263,True,0.40376612353675717,2.5575881791204362,2.045671,0.35145054327040626
ENSG00000188511.12,C22orf34,43492,True,0.4468528515216568,2.6558038669748805,2.6639616,0.35075487486289175
ENSG00000227954.6,TARID,47017,True,0.4107257750250163,2.5530997048601987,2.017415,0.34902402743646216
ENSG00000248323.5,LUCAT1,58587,True,0.5113135486733502,2.6380973027058725,2.5524948,0.3470618969585926
ENSG00000144407.9,PTH2R,42903,True,0.4458971200052658,2.6829015301608528,2.8345478,0.3455087164924235
